id,date,crypto,url,url_mobile,title,seendate,socialimage,domain,language,sourcecountry,finbert_positive,finbert_negative,final_finbert,fama_french
56,2022-07-05 11:57:45.916518+02,ethereum,https://news.yahoo.com/safely-transfer-crypto-cold-storage-wallet-143330083.html,https://news.yahoo.com/amphtml/safely-transfer-crypto-cold-storage-wallet-143330083.html,How to safely transfer your crypto to a cold storage wallet,20220704T150000Z,https://s.yimg.com/ny/api/res/1.2/b4teeA6qYJxtkbHgXjkpnA--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://s.yimg.com/os/creatr-uploaded-images/2022-06/ab78f170-f3ab-11ec-bff2-f6b95f610b84,news.yahoo.com,English,United States,0.007,0.003,0.007,0
57,2022-07-05 11:57:45.917518+02,ethereum,https://www.indiatoday.in/business/story/bitcoin-price-crashes-below-20-000-cryptocurrency-market-in-red-1969996-2022-07-04,https://www.indiatoday.in/amp/business/story/bitcoin-price-crashes-below-20-000-cryptocurrency-market-in-red-1969996-2022-07-04,"Bitcoin price crashes below $20 , 000 , cryptocurrency market in red",20220704T110000Z,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202207/6SAMNTRT7VOPROLBF6PSNBNXIU_0-647x363.jpeg?b19sFDLim6_zZ8bC3QhB77DYDxq8JUAY,indiatoday.in,English,India,0.002,0.986,-2,0
58,2022-07-05 11:57:45.918517+02,ethereum,https://www.prokerala.com/news/articles/a1294452.html,"",Crypto lending platform Celsius lays off 150 employees,20220704T074500Z,"",prokerala.com,English,India,0.038,0.011,0.038,0
59,2022-07-05 11:57:45.919518+02,ethereum,https://menafn.com/1104473350/Crypto-Lending-Platform-Celsius-Lays-Off-150-Employees,"",Crypto Lending Platform Celsius Lays Off 150 Employees,20220704T080000Z,https://menafn.com/updates/pr/2022-07/04/I_42876image_story.jpg,menafn.com,English,Qatar,0.038,0.011,0.038,0
60,2022-07-05 11:57:45.921518+02,ethereum,https://www.latestly.com/business/celsius-layoffs-cryptocurrency-lending-platform-celsius-lays-off-150-employees-amid-crypto-winter-as-digital-coins-crash-3905818.html,https://www.latestly.com/business/celsius-layoffs-cryptocurrency-lending-platform-celsius-lays-off-150-employees-amid-crypto-winter-as-digital-coins-crash-3905818.html/amp,Celsius Layoffs : Cryptocurrency Lending Platform Celsius Lays Off 150 Employees Amid Crypto Winter As Digital Coins Crash,20220704T110000Z,https://st1.latestly.com/wp-content/uploads/2022/02/Bitcoin-784x441.jpg,latestly.com,English,India,0.012,0.004,0.012,0
61,2022-07-05 11:57:45.922355+02,ethereum,https://www.yahoo.com/entertainment/british-army-youtube-twitter-accounts-hacked-crypto-scams-202553541.html,https://www.yahoo.com/amphtml/entertainment/british-army-youtube-twitter-accounts-hacked-crypto-scams-202553541.html,British army Twitter and YouTube accounts compromised to promote crypto scams,20220704T063000Z,https://s.yimg.com/ny/api/res/1.2/8zPdbtJpQR2J1LEYS_MSxw--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD03NTA-/https://s.yimg.com/os/creatr-uploaded-images/2022-07/635c4550-fb11-11ec-a1ff-c2b1ccbc4099,yahoo.com,English,United States,0.002,0.988,-2,0
62,2022-07-05 11:57:45.923366+02,ethereum,https://www.indiatvnews.com/business/news/celsius-sacks-150-employees-as-crypto-meltdown-deepens-2022-07-04-789535,https://www.indiatvnews.com/amp/business/news/celsius-sacks-150-employees-as-crypto-meltdown-deepens-2022-07-04-789535,Celsius sacks 150 employees as crypto meltdown deepens,20220704T120000Z,https://resize.indiatvnews.com/en/resize/newbucket/715_-/2022/07/celsius-1656926448.jpg,indiatvnews.com,English,India,0.003,0.979,-2,0
63,2022-07-05 11:57:45.924365+02,ethereum,https://www.bnnbloomberg.ca/chinese-beauty-app-meitu-slides-as-crypto-bets-steepen-losses-1.1787423,https://www.bnnbloomberg.ca/chinese-beauty-app-meitu-slides-as-crypto-bets-steepen-losses-1.1787423.amp.html,Chinese Beauty App Meitu Slides as Crypto Bets Steepen Losses,20220704T090000Z,http://www.bnnbloomberg.ca/polopoly_fs/1.1787424!/fileimage/httpImage/image.png_gen/derivatives/landscape_620/bc-chinese-beauty-app-meitu-slides-as-crypto-bets-steepen-losses.png,bnnbloomberg.ca,English,Canada,0.427,0.094,0.427,0
65,2022-07-05 11:58:00.480018+02,binance coin,https://www.albawaba.com/business/crypto-prices-today-bitcoin-holds-19k-levels-1483015,https://www.albawaba.com/amp/business/crypto-prices-today-bitcoin-holds-19k-levels-1483015,Crypto Prices Today : Bitcoin Holds On to $19K Levels,20220704T221500Z,https://www.albawaba.com/sites/default/files/styles/default/public/2022-07/shutterstock_650811631.jpg?itok=HX_Z4340,albawaba.com,English,Israel,0.989,0.002,2,0
66,2022-07-05 11:58:00.482914+02,binance coin,https://www.economywatch.com/news/next-cryptocurrency-to-explode,"",Next Cryptocurrency to Explode - Economy Watch,20220704T160000Z,https://www.economywatch.com/wp-content/uploads/2022/06/next-cryptocurrency-to-explode.jpg,economywatch.com,English,China,0.004,0.003,0.004,0
67,2022-07-05 11:58:00.484914+02,binance coin,https://www.coinspeaker.com/bitcoin-is-dead-trending-across-social-networks-gnox-binance-coin-uniswap-continue-gain-investors/,https://www.coinspeaker.com/bitcoin-is-dead-trending-across-social-networks-gnox-binance-coin-uniswap-continue-gain-investors/amp/,"  Bitcoin Is Dead  Is Trending Across Social Networks , while Top BSC Projects , Gnox ( GNOX ), Binance Coin ( BNB ), and Uniswap ( UNI ) Continue to Gain Investors",20220704T103000Z,https://www.coinspeaker.com/wp-content/uploads/2022/07/bitcoin-is-dead-trending-across-social-networks-gnox-binance-coin-uniswap-continue-gain-investors.png,coinspeaker.com,English,United States,0.773,0.017,0.773,0
68,2022-07-05 11:58:00.488085+02,binance coin,https://www.pulse.com.gh/business/local/top-5-crypto-trading-platforms-in-ghana-2022/49nz185,https://www.pulse.com.gh/business/local/top-5-crypto-trading-platforms-in-ghana-2022/49nz185.amp,Top 5 crypto trading platforms in Ghana 2022,20220704T164500Z,https://ocdn.eu/pulscms-transforms/1/8XbktkuTURBXy80Y2QxNzY2ZS1lYjIzLTRlMjctYmYwOS0xNDhiZTlhZjg4OTEuanBlZ5KVAwDNASTNFFDNC22TBc0EsM0Cdg,pulse.com.gh,English,Ghana,0.467,0.003,0.467,0
69,2022-07-05 11:58:00.489083+02,binance coin,https://www.hawaiiarmyweekly.com/business/best-crypto-exchanges-for-trading-altcoins/,"",Best Crypto Exchanges for Trading Altcoins,20220704T161500Z,"",hawaiiarmyweekly.com,English,United States,0.988,0.002,2,0
70,2022-07-05 11:58:14.988369+02,stellar,https://www.indiatoday.in/business/story/bitcoin-price-crashes-below-20-000-cryptocurrency-market-in-red-1969996-2022-07-04,https://www.indiatoday.in/amp/business/story/bitcoin-price-crashes-below-20-000-cryptocurrency-market-in-red-1969996-2022-07-04,"Bitcoin price crashes below $20 , 000 , cryptocurrency market in red",20220704T110000Z,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202207/6SAMNTRT7VOPROLBF6PSNBNXIU_0-647x363.jpeg?b19sFDLim6_zZ8bC3QhB77DYDxq8JUAY,indiatoday.in,English,India,0.002,0.986,-2,0
71,2022-07-05 11:58:27.483496+02,dogecoin,https://economictimes.indiatimes.com/markets/cryptocurrency/crypto-prices-today-live-news-bitcoin-dogecoin-ethereum-shibha-inu-cryptocurrency-latest-updates-04-july-2022/articleshow/92643413.cms,https://m.economictimes.com/markets/cryptocurrency/crypto-prices-today-live-news-bitcoin-dogecoin-ethereum-shibha-inu-cryptocurrency-latest-updates-04-july-2022/amp_articleshow/92643413.cms,"Crypto Price Today : Bitcoin , Ethereum , Cardano shed up to 2 % Dogecoin & Tron gain",20220704T044500Z,"https://img.etimg.com/thumb/msid-92643403,width-1070,height-580,imgsize-61790,overlay-etmarkets/photo.jpg",economictimes.indiatimes.com,English,India,0.988,0.002,2,0
72,2022-07-05 11:58:27.485142+02,dogecoin,https://techcabal.com/2022/07/04/start-your-crypto-investing-journey-with-100x-potential-gems-gnox-gnox-shiba-inu-shib-and-dogecoin-doge/,"","Start Your Crypto Investing Journey With 100x Potential Gems : Gnox ( GNOX ), Shiba Inu ( SHIB ), And Dogecoin ( DOGE ) ",20220704T164500Z,https://lh6.googleusercontent.com/KgGRiX9yLq4oNhlbg2EXqfFArbhMSXGIBVo60vaewfHTZMiYPpL7q63BYbwylm4WGJIbwJTn-OxkKcUcdFj2zBy2frfzYEpTeIIXbWGSkM0Ie13XZGP8H7mGwtdiktGRi_jo2JgT4DDHPBSM0Qk,techcabal.com,English,Nigeria,0.026,0.001,0.026,0
73,2022-07-05 11:58:27.486646+02,dogecoin,https://www.albawaba.com/business/crypto-prices-today-bitcoin-holds-19k-levels-1483015,https://www.albawaba.com/amp/business/crypto-prices-today-bitcoin-holds-19k-levels-1483015,Crypto Prices Today : Bitcoin Holds On to $19K Levels,20220704T221500Z,https://www.albawaba.com/sites/default/files/styles/default/public/2022-07/shutterstock_650811631.jpg?itok=HX_Z4340,albawaba.com,English,Israel,0.989,0.002,2,0
74,2022-07-05 11:58:27.488315+02,dogecoin,https://www.businesstoday.in/crypto/story/crypto-markets-in-red-solana-dogecoin-rises-marginally-340165-2022-07-04,https://www.businesstoday.in/amp/crypto/story/crypto-markets-in-red-solana-dogecoin-rises-marginally-340165-2022-07-04,"Crypto markets in red ; Solana , Dogecoin rise marginally",20220704T074500Z,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202207/markets-sixteen_nine.jpg,businesstoday.in,English,India,0.959,0.002,2,0
75,2022-07-05 11:58:27.489822+02,dogecoin,https://www.businesstoday.in/crypto/story/crypto-markets-in-red-solana-dogecoin-rise-marginally-340165-2022-07-04,https://www.businesstoday.in/amp/crypto/story/crypto-markets-in-red-solana-dogecoin-rise-marginally-340165-2022-07-04,"Crypto markets in red ; Solana , Dogecoin rise marginally",20220704T041500Z,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202207/markets-sixteen_nine.jpg,businesstoday.in,English,India,0.959,0.002,2,0
76,2022-07-05 11:58:27.489822+02,dogecoin,https://www.indiatoday.in/business/story/bitcoin-price-crashes-below-20-000-cryptocurrency-market-in-red-1969996-2022-07-04,https://www.indiatoday.in/amp/business/story/bitcoin-price-crashes-below-20-000-cryptocurrency-market-in-red-1969996-2022-07-04,"Bitcoin price crashes below $20 , 000 , cryptocurrency market in red",20220704T110000Z,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202207/6SAMNTRT7VOPROLBF6PSNBNXIU_0-647x363.jpeg?b19sFDLim6_zZ8bC3QhB77DYDxq8JUAY,indiatoday.in,English,India,0.002,0.986,-2,0
77,2022-07-05 11:58:27.490911+02,dogecoin,https://www.afr.com/technology/depression-like-crashes-inevitable-without-crypto-controls-expert-20220703-p5ayps,"",Cryptocurrencies : Depression - like crashes inevitable without crypto controls : expert,20220704T214500Z,https://static.ffx.io/images/$zoom_0.4485%2C$multiply_2%2C$ratio_1.777778%2C$width_1059%2C$x_0%2C$y_491/t_crop_custom/c_scale%2Cw_800%2Cq_88%2Cf_jpg/t_afr_no_label_no_age_social_wm/20288038c6d4f2f493cedffe7bda54fc29ebdb31,afr.com,English,Australia,0.006,0.39,-0.39,0
78,2022-07-05 11:58:27.49191+02,dogecoin,https://www.taipeitimes.com/News/editorials/archives/2022/07/05/2003781156,"",The lights are going out for crypto laser - eyed grifters,20220704T180000Z,https://www.taipeitimes.com/images/2022/07/05/p09-220705-gp.jpg,taipeitimes.com,English,Taiwan,0.005,0.006,-0.006,0
79,2022-07-05 11:58:27.493631+02,dogecoin,https://news.yahoo.com/safely-transfer-crypto-cold-storage-wallet-143330083.html,https://news.yahoo.com/amphtml/safely-transfer-crypto-cold-storage-wallet-143330083.html,How to safely transfer your crypto to a cold storage wallet,20220704T150000Z,https://s.yimg.com/ny/api/res/1.2/b4teeA6qYJxtkbHgXjkpnA--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://s.yimg.com/os/creatr-uploaded-images/2022-06/ab78f170-f3ab-11ec-bff2-f6b95f610b84,news.yahoo.com,English,United States,0.007,0.003,0.007,0
80,2022-07-05 11:58:40.202656+02,decentraland,https://www.businesstoday.in/crypto/story/crypto-markets-in-red-solana-dogecoin-rises-marginally-340165-2022-07-04,https://www.businesstoday.in/amp/crypto/story/crypto-markets-in-red-solana-dogecoin-rises-marginally-340165-2022-07-04,"Crypto markets in red ; Solana , Dogecoin rise marginally",20220704T074500Z,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202207/markets-sixteen_nine.jpg,businesstoday.in,English,India,0.959,0.002,2,0
81,2022-07-05 11:58:40.204656+02,decentraland,https://www.businesstoday.in/crypto/story/crypto-markets-in-red-solana-dogecoin-rise-marginally-340165-2022-07-04,https://www.businesstoday.in/amp/crypto/story/crypto-markets-in-red-solana-dogecoin-rise-marginally-340165-2022-07-04,"Crypto markets in red ; Solana , Dogecoin rise marginally",20220704T041500Z,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202207/markets-sixteen_nine.jpg,businesstoday.in,English,India,0.959,0.002,2,0
82,2022-07-05 11:58:40.205991+02,decentraland,https://www.arabnews.com/node/2116186/business-economy,https://www.arabnews.com/node/2116186/amp,"Crypto Moves Bitcoin , Ether down : Kuwait - based Islamic bank enters the metaverse",20220704T101500Z,https://www.arabnews.com/sites/default/files/main-image/2022/07/04/3317661-327052015.jpg,arabnews.com,English,Saudi Arabia,0.978,0.001,2,0
83,2022-07-05 11:59:15.136205+02,polkadot,https://www.indiatoday.in/business/story/bitcoin-price-crashes-below-20-000-cryptocurrency-market-in-red-1969996-2022-07-04,https://www.indiatoday.in/amp/business/story/bitcoin-price-crashes-below-20-000-cryptocurrency-market-in-red-1969996-2022-07-04,"Bitcoin price crashes below $20 , 000 , cryptocurrency market in red",20220704T110000Z,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202207/6SAMNTRT7VOPROLBF6PSNBNXIU_0-647x363.jpeg?b19sFDLim6_zZ8bC3QhB77DYDxq8JUAY,indiatoday.in,English,India,0.002,0.986,-2,0
84,2022-07-05 11:59:51.204155+02,tezos,https://www.fxstreet.com/cryptocurrencies/news/why-tezoss-xtz-price-is-nowhere-to-a-market-bottom-202207041117,https://www.fxstreet.com/amp/cryptocurrencies/news/why-tezoss-xtz-price-is-nowhere-to-a-market-bottom-202207041117,Why Tezos XTZ price is nowhere near to a market bottom,20220704T120000Z,"",fxstreet.com,English,China,0.004,0.022,-0.022,0
85,2022-07-05 11:59:51.205156+02,tezos,https://www.asiaone.com/digital/nft-art-creators-take-cover-amid-crypto-crash,https://www.asiaone.com/digital/nft-art-creators-take-cover-amid-crypto-crash?amp,NFT art creators take cover amid crypto crash,20220704T080000Z,https://media.asiaone.com/sites/default/files/styles/a1_600x316/public/original_images/Jul2022/bored%20ape.jpg?cc9e&itok=4IFRAgjM,asiaone.com,English,Singapore,0.003,0.013,-0.013,0
86,2022-07-05 12:00:03.144037+02,ripple,https://www.fxstreet.com/cryptocurrencies/news/ripple-does-not-stand-a-chance-against-sec-affirms-former-securities-regulator-202207040651,https://www.fxstreet.com/amp/cryptocurrencies/news/ripple-does-not-stand-a-chance-against-sec-affirms-former-securities-regulator-202207040651,"Ripple does not stand a chance against SEC , affirms former securities regulator",20220704T071500Z,https://editorial.fxstreet.com/images/Markets/Currencies/Cryptocurrencies/Coins/Ripple/ripple_Large.jpg,fxstreet.com,English,China,0.007,0.31,-0.31,0
87,2022-07-05 12:00:03.145037+02,ripple,https://news.bitcoin.com/colombia-to-use-ripple-ledger-to-issue-land-registry-certificates/,"",Colombia to Use Ripple Ledger to Issue Land Registry Certificates – Blockchain Bitcoin News,20220704T120000Z,https://static.news.bitcoin.com/wp-content/uploads/2022/07/shutterstock_386181895.jpg,news.bitcoin.com,English,United States,0.988,0.003,2,0
88,2022-07-05 12:00:03.147037+02,ripple,https://cryptoslate.com/colombia-integrates-ripples-xrpl-for-land-registry/,https://cryptoslate.com/colombia-integrates-ripples-xrpl-for-land-registry/?amp=1,Colombia integrates Ripple XRPL for land registry,20220704T071500Z,https://cryptoslate.com/wp-content/uploads/2022/07/colombia-ripple.jpg,cryptoslate.com,English,"",0.908,0.001,2,0
89,2022-07-05 12:00:03.148084+02,ripple,https://ro.uow.edu.au/test2021/5274/,"","  High - Frequency Ripple Injection Signals for the Effective Utilization  by Kashem M . Muttaqi , Obaidur Rahman et al . ",20220704T111500Z,"",ro.uow.edu.au,English,Australia,0.345,0.003,0.345,0
90,2022-07-05 12:00:03.148583+02,ripple,https://www.fxstreet.com/cryptocurrencies/news/top-3-price-prediction-bitcoin-ethereum-ripple-cryptos-at-risk-following-kucoin-insolvency-rumors-202207040847,https://www.fxstreet.com/amp/cryptocurrencies/news/top-3-price-prediction-bitcoin-ethereum-ripple-cryptos-at-risk-following-kucoin-insolvency-rumors-202207040847,"Top 3 Price Prediction Bitcoin , Ethereum , Ripple : Cryptos at risk following KuCoin insolvency rumors",20220704T120000Z,"",fxstreet.com,English,China,0.005,0.645,-0.645,0
91,2022-07-05 12:00:03.149587+02,ripple,https://www.rockymounttelegram.com/features/school_news/prep-school-teams-up-with-ripple-effects-to-give-second-chance-to-students/article_14fd3c02-770a-5c74-8b3a-74a82bcc5728.html,"",Prep school teams up with Ripple Effects to give second chance to students,20220704T100000Z,https://bloximages.newyork1.vip.townnews.com/rockymounttelegram.com/content/tncms/assets/v3/editorial/d/63/d631ad7a-a5dc-50ea-9c9f-f3286b847602/62bd2b039778a.image.jpg?crop=1520%2C798%2C11%2C359,rockymounttelegram.com,English,United States,0.042,0.002,0.042,0
92,2022-07-05 12:00:03.150587+02,ripple,https://www.businesstoday.in/crypto/story/crypto-markets-in-red-solana-dogecoin-rises-marginally-340165-2022-07-04,https://www.businesstoday.in/amp/crypto/story/crypto-markets-in-red-solana-dogecoin-rises-marginally-340165-2022-07-04,"Crypto markets in red ; Solana , Dogecoin rise marginally",20220704T074500Z,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202207/markets-sixteen_nine.jpg,businesstoday.in,English,India,0.959,0.002,2,0
93,2022-07-05 12:00:03.151587+02,ripple,https://www.businesstoday.in/crypto/story/crypto-markets-in-red-solana-dogecoin-rise-marginally-340165-2022-07-04,https://www.businesstoday.in/amp/crypto/story/crypto-markets-in-red-solana-dogecoin-rise-marginally-340165-2022-07-04,"Crypto markets in red ; Solana , Dogecoin rise marginally",20220704T041500Z,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202207/markets-sixteen_nine.jpg,businesstoday.in,English,India,0.959,0.002,2,0
94,2022-07-05 12:00:48.872494+02,tether,https://www.moneyweb.co.za/moneyweb-crypto/tether-fails-to-calm-jittery-nerves-as-short-sellers-circle/,"",Tether fails to calm jittery nerves as short sellers circle,20220704T073000Z,https://www.moneyweb.co.za/wp-content/uploads/2022/07/388871376-1024x682.jpg,moneyweb.co.za,English,South Africa,0.007,0.007,0.007,0
95,2022-07-05 12:00:48.874197+02,tether,https://www.thestar.com.my/business/business-news/2022/07/04/argentines-seek-hedging-in-cryptocurrency,"",Argentines seek hedging in cryptocurrency,20220704T021500Z,https://apicms.thestar.com.my/uploads/images/2022/07/04/1646384.jpg,thestar.com.my,English,Malaysia,0.987,0.001,2,0
96,2022-07-05 12:00:48.87471+02,tether,https://www.albawaba.com/business/crypto-prices-today-bitcoin-holds-19k-levels-1483015,https://www.albawaba.com/amp/business/crypto-prices-today-bitcoin-holds-19k-levels-1483015,Crypto Prices Today : Bitcoin Holds On to $19K Levels,20220704T221500Z,https://www.albawaba.com/sites/default/files/styles/default/public/2022-07/shutterstock_650811631.jpg?itok=HX_Z4340,albawaba.com,English,Israel,0.989,0.002,2,0
97,2022-07-05 12:00:48.875803+02,tether,https://www.businesstoday.in/crypto/story/crypto-markets-in-red-solana-dogecoin-rises-marginally-340165-2022-07-04,https://www.businesstoday.in/amp/crypto/story/crypto-markets-in-red-solana-dogecoin-rises-marginally-340165-2022-07-04,"Crypto markets in red ; Solana , Dogecoin rise marginally",20220704T074500Z,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202207/markets-sixteen_nine.jpg,businesstoday.in,English,India,0.959,0.002,2,0
98,2022-07-05 12:00:48.877804+02,tether,https://www.businesstoday.in/crypto/story/crypto-markets-in-red-solana-dogecoin-rise-marginally-340165-2022-07-04,https://www.businesstoday.in/amp/crypto/story/crypto-markets-in-red-solana-dogecoin-rise-marginally-340165-2022-07-04,"Crypto markets in red ; Solana , Dogecoin rise marginally",20220704T041500Z,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202207/markets-sixteen_nine.jpg,businesstoday.in,English,India,0.959,0.002,2,0
99,2022-07-05 12:00:48.880804+02,tether,https://news.yahoo.com/safely-transfer-crypto-cold-storage-wallet-143330083.html,https://news.yahoo.com/amphtml/safely-transfer-crypto-cold-storage-wallet-143330083.html,How to safely transfer your crypto to a cold storage wallet,20220704T150000Z,https://s.yimg.com/ny/api/res/1.2/b4teeA6qYJxtkbHgXjkpnA--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://s.yimg.com/os/creatr-uploaded-images/2022-06/ab78f170-f3ab-11ec-bff2-f6b95f610b84,news.yahoo.com,English,United States,0.007,0.003,0.007,0
100,2022-07-05 12:00:48.883805+02,tether,https://cryptonews.com/news/argentineans-rush-tether-after-economy-minister-resigns.htm,"",Argentineans Rush to Tether After Economy Minister Resigns,20220704T233000Z,https://v2.cimg.co/news/82624/209208/adobestock-efas-1-1.jpg,cryptonews.com,English,"",0.007,0.007,-0.007,0
101,2022-07-05 12:00:48.885807+02,tether,https://www.forbes.com/sites/billybambrough/2022/07/04/crypto-the-biggest-ponzi-scheme-in-human-history-china-blockchain-execs-back-bill-gates-and-warren-buffett-after-huge-bitcoin-price-crash/,https://www.forbes.com/sites/billybambrough/2022/07/04/crypto-the-biggest-ponzi-scheme-in-human-history-china-blockchain-execs-back-bill-gates-and-warren-buffett-after-huge-bitcoin-price-crash/amp/,Crypto  The Biggest Ponzi Scheme In Human History  China Blockchain Execs Back Bill Gates And Warren Buffett After Huge Bitcoin Price Crash,20220704T144500Z,https://imageio.forbes.com/specials-images/imageserve/5d66234ffead280008925a49/0x0.jpg?format=jpg,forbes.com,English,United States,0.006,0.964,-2,0
